Ecosystem,Package Name,URL,Latest Version,Latest Version Updated,Source,Excluded,Criticality Score,Analysis Date,Results,CVE,Associated Project
github,,https://github.com/abrt/abrt,,,250 most common github urls in cve database,,,,,,
github,,https://github.com/AcademySoftwareFoundation/openexr,,,250 most common github urls in cve database,,,,,,
github,,https://github.com/aliasrobotics/RVD,,,250 most common github urls in cve database,,,,,,
github,,https://github.com/appneta/tcpreplay,,,250 most common github urls in cve database,,,,,,
github,,https://github.com/argoproj/argo-cd,,,250 most common github urls in cve database,,,,,,
